image_id,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
img_00084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
img_00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
img_00086,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
img_00089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00090,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
img_00091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00095,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
img_00096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
img_00099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
img_00105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img_00118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
img_00134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
img_00138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
img_00141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00142,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
img_00148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00149,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
img_00150,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
img_00151,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
img_00152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00158,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00159,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
img_00160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
img_00162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00163,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
img_00164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
img_00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
img_00173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
img_00175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
img_00184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
img_00192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
img_00196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00197,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
img_00199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00204,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00205,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00206,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
img_00212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00213,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
img_00214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00216,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
img_00217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00218,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
img_00219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
img_00220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
img_00222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
img_00225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
img_00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
img_00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
img_00235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00236,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
img_00237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
img_00238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00244,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
img_00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
img_00246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00249,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
img_00251,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
img_00252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
img_00254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
img_00256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
img_00257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
img_00258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
img_00269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
img_00270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00275,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
img_00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
img_00280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00291,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00293,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
img_00294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
img_00302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
img_00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
img_00315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
img_00318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00320,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
img_00324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
img_00326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
img_00331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
img_00333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img_00334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
img_00335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
img_00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
img_00340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
img_00348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
img_00349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
img_00352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
img_00354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
img_00355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
img_00366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
img_00367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
img_00368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
img_00371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
img_00379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
img_00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
img_00383,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
img_00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
img_00388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
img_00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
img_00390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img_00391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
img_00398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
img_00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
img_00404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
img_00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
img_00406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
img_00407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00411,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
img_00412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img_00413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
